Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
554,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0615.csv,0.4511,0.1028,0.0341,0.5765,0.0916,0.377
555,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0616.csv,0.4958,0.109,0.0358,0.4398,0.1034,0.4112
556,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0617.csv,0.4706,0.1173,0.0376,0.5263,0.0896,0.3124
557,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0618.csv,0.5499,0.1139,0.0313,0.3741,0.1056,0.437
558,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0619.csv,0.3969,0.1047,0.0278,0.3126,0.0986,0.4091
559,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0620.csv,0.3327,0.1168,0.0308,0.3653,0.0974,0.4011
560,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0621.csv,0.297,0.1107,0.0245,0.2444,0.0983,0.332
561,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0622.csv,0.2893,0.0712,0.0921,0.205,0.0783,0.219
562,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0623.csv,0.3193,0.0592,0.0533,0.1011,0.0508,0.3065
563,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0624.csv,0.3476,0.0877,0.0391,0.238,0.0959,0.3648
564,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0625.csv,0.3394,0.0928,0.0502,0.3117,0.084,0.3304
565,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0626.csv,0.3915,0.0887,0.0515,0.3072,0.0704,0.2503
566,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0627.csv,0.3936,0.0935,0.04,0.3233,0.0877,0.3193
567,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0628.csv,0.3006,0.0413,0.024,0.3161,0.0308,0.3413
568,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0629.csv,0.3429,0.0588,0.0609,0.2675,0.0564,0.2972
569,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0630.csv,0.2526,0.0939,0.0344,0.2621,0.0698,0.2272
570,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0631.csv,0.3515,0.0835,0.0283,0.251,0.0668,0.1998
571,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0632.csv,0.3944,0.1076,0.0594,0.4088,0.0782,0.3397
572,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0633.csv,0.2233,0.0839,0.0466,0.1993,0.063,0.1407
573,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0634.csv,0.4286,0.0899,0.026,0.3729,0.0735,0.2464
574,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0635.csv,0.2573,0.0434,0.0365,0.3695,0.0331,0.2167
575,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0636.csv,0.3949,0.1009,0.0326,0.297,0.0739,0.2366
576,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0637.csv,0.2996,0.0779,0.0556,0.3059,0.0786,0.2363
577,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0638.csv,0.3515,0.0704,0.0352,0.2975,0.0561,0.3001
578,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0639.csv,0.2031,0.0229,0.0295,0.2632,0.0177,0.1312
579,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0640.csv,0.3105,0.0361,0.0254,0.2075,0.0304,0.221
580,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0641.csv,0.3523,0.1136,0.0199,0.2911,0.0996,0.2994
581,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0642.csv,0.5763,0.0986,0.0445,0.296,0.0874,0.4705
582,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0643.csv,0.5644,0.112,0.0401,0.5029,0.1059,0.4295
583,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0644.csv,0.5987,0.1086,0.0658,0.6567,0.0872,0.3318
584,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0645.csv,0.5267,0.1034,0.0322,0.5512,0.0904,0.4195
585,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0646.csv,0.4886,0.1186,0.0467,0.4666,0.0953,0.2788
586,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0647.csv,0.5396,0.1189,0.0749,0.607,0.1008,0.3757
587,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0648.csv,0.4373,0.1218,0.0382,0.4675,0.1001,0.3945
588,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0649.csv,0.6238,0.1291,0.0647,0.6995,0.1026,0.309
589,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0650.csv,0.4656,0.1119,0.0413,0.5408,0.1002,0.344
590,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0651.csv,0.7683,0.1218,0.1619,0.8522,0.0979,0.2968
591,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0652.csv,0.5565,0.1131,0.0315,0.4529,0.0954,0.3497
592,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0653.csv,0.5807,0.1267,0.03,0.3901,0.1155,0.5242
593,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0654.csv,0.4608,0.0979,0.0279,0.4063,0.0905,0.5153
594,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0655.csv,0.6687,0.1242,0.0647,0.7626,0.1045,0.2954
595,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0656.csv,0.4307,0.1116,0.0211,0.3442,0.0986,0.3948
596,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0657.csv,0.621,0.1179,0.0639,0.6338,0.0947,0.4154
597,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0658.csv,0.5103,0.1074,0.0256,0.6003,0.0919,0.3945
598,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0659.csv,0.5882,0.1152,0.0351,0.6006,0.0933,0.3611
599,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0660.csv,0.7626,0.1313,0.1143,0.8279,0.1042,0.4884
600,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0661.csv,0.4787,0.1201,0.0281,0.4393,0.096,0.3657
601,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0662.csv,0.5521,0.1116,0.0479,0.5691,0.0973,0.3673
602,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0663.csv,0.277,0.0926,0.0373,0.3522,0.0908,0.2579
603,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0664.csv,0.42,0.1135,0.0336,0.4728,0.102,0.444
604,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0665.csv,0.3385,0.1145,0.0319,0.3622,0.1033,0.4431
605,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0666.csv,0.5125,0.1372,0.0545,0.6043,0.1071,0.3794
606,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0667.csv,0.5164,0.1026,0.0375,0.5409,0.0876,0.2985
607,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0668.csv,0.3681,0.1099,0.0391,0.4879,0.1004,0.4429
608,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0669.csv,0.4913,0.1217,0.046,0.4573,0.1153,0.5855
609,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0670.csv,0.6009,0.116,0.0414,0.6153,0.1025,0.5043
610,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0671.csv,0.5224,0.1074,0.0262,0.5077,0.0988,0.3352
611,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0672.csv,0.4505,0.1262,0.032,0.4345,0.1113,0.3907
612,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0673.csv,0.4494,0.1026,0.0423,0.4572,0.0965,0.4422
613,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0674.csv,0.537,0.0925,0.0338,0.4706,0.0898,0.4385
614,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0675.csv,0.5287,0.1026,0.054,0.5826,0.0841,0.3679
615,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0676.csv,0.5021,0.0957,0.0368,0.4328,0.0903,0.3137
616,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0677.csv,0.3869,0.1037,0.0282,0.2955,0.0958,0.3311
617,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0678.csv,0.6257,0.1117,0.0338,0.6188,0.104,0.4511
618,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0679.csv,0.4367,0.1042,0.0367,0.5716,0.1006,0.461
619,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0680.csv,0.2795,0.1205,0.0357,0.2602,0.103,0.3963
620,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0681.csv,0.4069,0.1223,0.076,0.232,0.1061,0.4022
621,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0682.csv,0.4628,0.0986,0.0573,0.2731,0.0904,0.3921
622,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0683.csv,0.4246,0.0584,0.0244,0.3004,0.0423,0.4458
623,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0684.csv,0.298,0.0944,0.0324,0.2443,0.0715,0.2421
624,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0685.csv,0.4413,0.0936,0.0836,0.2102,0.0848,0.3763
625,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0686.csv,0.2394,0.0361,0.0293,0.2612,0.027,0.225
626,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0687.csv,0.3511,0.0863,0.0328,0.3107,0.0728,0.208
627,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0688.csv,0.3104,0.0447,0.1136,0.5591,0.0406,0.2966
628,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0689.csv,0.3629,0.0815,0.091,0.2807,0.0753,0.2659
629,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0690.csv,0.2874,0.0716,0.0333,0.2891,0.0542,0.1651
630,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0691.csv,0.3405,0.0785,0.0387,0.3094,0.062,0.2171
631,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0692.csv,0.4397,0.0513,0.0796,0.2969,0.0435,0.245
632,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0693.csv,0.3241,0.0466,0.0305,0.0868,0.0365,0.3728
633,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0694.csv,0.4597,0.1125,0.0685,0.3858,0.0841,0.3363
634,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0695.csv,0.4199,0.0984,0.0296,0.3643,0.0819,0.3091
635,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0696.csv,0.2945,0.0823,0.0394,0.2357,0.082,0.3285
636,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0697.csv,0.4264,0.0826,0.0347,0.2995,0.0653,0.1968
637,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0698.csv,0.3599,0.0826,0.0475,0.1769,0.0622,0.2216
638,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0699.csv,0.2588,0.0345,0.0592,0.3092,0.0263,0.2633
639,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0700.csv,0.1746,0.017,0.0173,0.1359,0.0138,0.1311
640,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0701.csv,0.4598,0.1019,0.0673,0.8939,0.0875,0.391
641,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0702.csv,0.5812,0.1098,0.036,0.5588,0.0923,0.3578
642,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0703.csv,0.4111,0.1104,0.0464,0.6154,0.0961,0.4462
643,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0704.csv,0.4916,0.1225,0.0351,0.5077,0.1119,0.4343
644,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0705.csv,0.5279,0.1003,0.0474,0.4588,0.0909,0.466
645,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0706.csv,0.4941,0.1288,0.0407,0.4604,0.1194,0.4268
646,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0707.csv,0.4706,0.0999,0.0381,0.5765,0.0829,0.3557
647,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0708.csv,0.4559,0.1192,0.0323,0.4247,0.1039,0.379
648,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0709.csv,0.4621,0.1107,0.0219,0.3864,0.0935,0.4073
649,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0710.csv,0.586,0.1044,0.0471,0.5727,0.0946,0.4569
650,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0711.csv,0.6331,0.1163,0.043,0.513,0.1078,0.5068
651,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0712.csv,0.4842,0.1038,0.0402,0.4002,0.0909,0.4862
652,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0713.csv,0.4651,0.1066,0.0322,0.4537,0.0882,0.3468
653,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0714.csv,0.3993,0.1108,0.0341,0.4116,0.1017,0.3862
654,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0715.csv,0.5032,0.112,0.0386,0.6239,0.0971,0.4195
655,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0716.csv,0.4496,0.0997,0.0298,0.3865,0.0882,0.3387
656,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0717.csv,0.6046,0.1058,0.0352,0.4921,0.102,0.4311
657,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0718.csv,0.4612,0.101,0.0336,0.5323,0.0957,0.4876
658,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0719.csv,0.5509,0.1115,0.0495,0.4657,0.0999,0.3823
659,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0720.csv,0.5657,0.1179,0.0477,0.5282,0.1119,0.5147
660,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0721.csv,0.3563,0.2564,0.0495,0.2942,0.2626,0.4059
661,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0722.csv,0.2453,0.3236,0.0176,0.1598,0.5665,0.7053
662,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0723.csv,0.2593,0.2392,0.0253,0.2624,0.3627,0.5807
663,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0724.csv,0.3774,0.2962,0.0418,0.1943,0.4022,0.618
664,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0725.csv,0.2468,0.2508,0.0251,0.1472,0.3626,0.5926
665,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0726.csv,0.2383,0.3243,0.0481,0.1871,0.6059,0.7665
666,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0727.csv,0.4579,0.2935,0.0264,0.2946,0.3629,0.6791
667,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0728.csv,0.3386,0.2801,0.0385,0.2975,0.436,0.6343
668,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0729.csv,0.3137,0.285,0.0293,0.2031,0.3799,0.6522
669,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0730.csv,0.3846,0.2967,0.0513,0.2823,0.4499,0.7241
670,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0731.csv,0.2801,0.2719,0.0283,0.2175,0.3907,0.736
671,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0732.csv,0.3792,0.2962,0.0275,0.1795,0.4527,0.6042
672,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0733.csv,0.278,0.2475,0.0263,0.2056,0.3649,0.6561
673,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0734.csv,0.4113,0.3113,0.0371,0.3769,0.4164,0.6604
674,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0735.csv,0.2697,0.2986,0.0349,0.182,0.3778,0.5882
675,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0736.csv,0.437,0.2587,0.0399,0.2605,0.3094,0.5803
676,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0737.csv,0.409,0.2588,0.0305,0.2169,0.3513,0.6291
677,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0738.csv,0.479,0.2807,0.046,0.2635,0.4055,0.6066
678,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0739.csv,0.3521,0.3188,0.0245,0.2692,0.4054,0.6668
679,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0740.csv,0.4271,0.2587,0.0314,0.2303,0.3461,0.5953
680,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0741.csv,0.26,0.2106,0.081,0.1747,0.2259,0.6249
681,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0742.csv,0.2492,0.174,0.0421,0.1246,0.1893,0.3552
682,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0743.csv,0.1414,0.2316,0.0232,0.0774,0.2607,0.3573
683,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0744.csv,0.1631,0.1854,0.0873,0.2707,0.2144,0.3148
684,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0745.csv,0.1972,0.1929,0.0653,0.1845,0.2684,0.4036
685,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0746.csv,0.1943,0.1621,0.0387,0.1857,0.1882,0.3067
686,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0747.csv,0.1887,0.1363,0.0543,0.2031,0.1543,0.3263
687,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0748.csv,0.2373,0.0551,0.0285,0.2463,0.0494,0.1913
688,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0749.csv,0.175,0.1166,0.0633,0.1683,0.1466,0.2614
689,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0750.csv,0.1503,0.1994,0.0326,0.1299,0.2054,0.3332
690,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0751.csv,0.1941,0.1722,0.0694,0.124,0.1972,0.3124
691,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0752.csv,0.1212,0.3101,0.0303,0.0761,0.3797,0.6097
692,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0753.csv,0.1786,0.1979,0.046,0.1808,0.2182,0.3404
693,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0754.csv,0.1842,0.2068,0.0722,0.1474,0.3701,0.4267
694,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0755.csv,0.2388,0.1057,0.0377,0.2049,0.0694,0.1793
695,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0756.csv,0.2204,0.1714,0.0321,0.1438,0.2046,0.3552
696,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0757.csv,0.2572,0.1001,0.0339,0.2933,0.0762,0.3296
697,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0758.csv,0.2033,0.1438,0.0182,0.13,0.1523,0.4848
698,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0759.csv,0.225,0.1473,0.0424,0.2451,0.1287,0.3938
699,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0760.csv,0.2553,0.1345,0.0402,0.2357,0.1329,0.2529
700,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0761.csv,0.3169,0.2997,0.0284,0.2094,0.4194,0.6423
701,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0762.csv,0.4621,0.2973,0.0513,0.3547,0.3792,0.5921
702,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0763.csv,0.3691,0.2825,0.0459,0.2864,0.3672,0.6886
703,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0764.csv,0.4766,0.2964,0.0442,0.3375,0.3848,0.6232
704,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0765.csv,0.3264,0.2801,0.0322,0.1951,0.4048,0.6594
705,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0766.csv,0.3905,0.2579,0.05,0.2994,0.3051,0.5146
706,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0767.csv,0.3512,0.2688,0.0368,0.2536,0.3048,0.567
707,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0768.csv,0.3388,0.2467,0.0434,0.268,0.3477,0.5622
708,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0769.csv,0.2724,0.2046,0.0287,0.2227,0.2781,0.4184
709,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0770.csv,0.3229,0.2903,0.0206,0.2068,0.3549,0.7033
710,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0771.csv,0.3011,0.2908,0.033,0.2035,0.3779,0.7003
711,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0772.csv,0.3846,0.2715,0.0494,0.283,0.3636,0.573
712,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0773.csv,0.3585,0.3099,0.0552,0.3212,0.3889,0.7163
713,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0774.csv,0.3613,0.2324,0.0643,0.2211,0.3081,0.694
714,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0775.csv,0.3172,0.277,0.0275,0.166,0.3255,0.5095
715,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0776.csv,0.2751,0.2779,0.0259,0.2538,0.3997,0.6764
716,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0777.csv,0.277,0.3067,0.0308,0.1319,0.5031,0.6928
717,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0778.csv,0.4046,0.243,0.0338,0.3439,0.3441,0.5587
718,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0779.csv,0.3287,0.2826,0.0324,0.2646,0.3936,0.6347
719,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0780.csv,0.2857,0.2447,0.0465,0.2572,0.3385,0.467
