Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
771,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0832.csv,0.0691,0.4513,0.0252,0.0731,0.7461,0.7683
772,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0833.csv,0.2769,0.5464,0.0553,0.1459,0.732,0.7374
773,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0834.csv,0.0729,0.5396,0.0274,0.0993,0.8208,0.8267
774,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0835.csv,0.1637,0.4621,0.0395,0.1547,0.6994,0.7201
775,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0836.csv,0.2967,0.4985,0.0679,0.2063,0.7135,0.7939
776,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0837.csv,0.0377,0.5457,0.0173,0.0533,0.9149,0.8602
777,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0838.csv,0.1847,0.4727,0.0559,0.2397,0.792,0.8579
778,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0839.csv,0.2609,0.4418,0.0587,0.1401,0.7057,0.5698
779,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0840.csv,0.2837,0.4903,0.0705,0.2015,0.7715,0.8231
780,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0901.csv,0.5703,0.1285,0.0727,0.5554,0.1119,0.4647
781,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0902.csv,0.5122,0.1143,0.0649,0.5282,0.1053,0.4334
782,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0903.csv,0.6143,0.1302,0.0639,0.6727,0.1041,0.3742
783,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0904.csv,0.5159,0.1057,0.0488,0.5254,0.0901,0.3938
784,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0905.csv,0.4951,0.1142,0.0464,0.5265,0.1052,0.4157
785,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0906.csv,0.5472,0.1355,0.0583,0.5429,0.1145,0.4589
786,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0907.csv,0.4902,0.1091,0.0458,0.3392,0.0987,0.5653
787,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0908.csv,0.6042,0.1315,0.0469,0.5058,0.1072,0.4402
788,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0909.csv,0.4751,0.1192,0.0638,0.4913,0.0999,0.397
789,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0910.csv,0.5617,0.1178,0.0521,0.5645,0.0905,0.4032
790,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0911.csv,0.5132,0.1325,0.0575,0.5502,0.1207,0.5163
791,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0912.csv,0.5985,0.1113,0.0673,0.5478,0.097,0.43
792,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0913.csv,0.5059,0.1126,0.0605,0.5746,0.1073,0.41
793,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0914.csv,0.5918,0.1223,0.0579,0.5741,0.1076,0.4073
794,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0915.csv,0.4343,0.1055,0.0527,0.53,0.0968,0.346
795,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0916.csv,0.5458,0.1007,0.0747,0.5035,0.0882,0.35
796,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0917.csv,0.5003,0.1191,0.0543,0.4841,0.104,0.4124
797,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0918.csv,0.6091,0.1159,0.0877,0.6182,0.1054,0.3681
798,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0919.csv,0.5088,0.1127,0.0398,0.5445,0.1092,0.4891
799,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0920.csv,0.5545,0.101,0.0551,0.5273,0.0961,0.3928
800,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0921.csv,0.4988,0.048,0.0853,0.5096,0.0483,0.2492
801,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0922.csv,0.4314,0.0389,0.0562,0.4745,0.0338,0.345
802,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0923.csv,0.2591,0.0496,0.0657,0.4407,0.0364,0.3073
803,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0924.csv,0.4465,0.0932,0.123,0.5664,0.0807,0.2616
804,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0925.csv,0.3711,0.0373,0.0699,0.4948,0.0338,0.1838
805,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0926.csv,0.3965,0.0733,0.0958,0.3409,0.0725,0.3033
806,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0927.csv,0.4186,0.1071,0.0818,0.283,0.0873,0.2999
807,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0928.csv,0.4263,0.0939,0.0984,0.4183,0.0761,0.2837
808,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0929.csv,0.3775,0.0891,0.0884,0.3791,0.0728,0.2348
809,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0930.csv,0.3806,0.0963,0.0855,0.3823,0.0789,0.2744
810,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0931.csv,0.4381,0.0785,0.0684,0.4507,0.0623,0.1812
811,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0932.csv,0.4967,0.0772,0.0776,0.5773,0.053,0.3096
812,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0933.csv,0.4619,0.0904,0.0993,0.5178,0.0684,0.1972
813,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0934.csv,0.3908,0.0618,0.0586,0.3498,0.0565,0.4082
814,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0935.csv,0.4105,0.0854,0.0693,0.3197,0.0653,0.2197
815,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0936.csv,0.4024,0.0986,0.109,0.4115,0.0857,0.2991
816,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0937.csv,0.4184,0.0442,0.0757,0.6317,0.0277,0.2413
817,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0938.csv,0.4177,0.0779,0.0835,0.4041,0.0823,0.322
818,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0939.csv,0.4212,0.0871,0.0579,0.4254,0.0698,0.2197
819,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0940.csv,0.4298,0.0789,0.0481,0.4337,0.0597,0.1897
820,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0941.csv,0.4738,0.1219,0.0606,0.4499,0.1053,0.3964
821,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0942.csv,0.5786,0.1144,0.0627,0.6118,0.1054,0.4157
822,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0943.csv,0.5086,0.1085,0.0641,0.518,0.0996,0.4265
823,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0944.csv,0.5456,0.096,0.0565,0.5164,0.0917,0.3621
824,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0945.csv,0.5488,0.1178,0.0523,0.5704,0.1047,0.3992
825,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0946.csv,0.5055,0.1095,0.067,0.5577,0.1084,0.4978
826,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0947.csv,0.5205,0.1084,0.0488,0.4668,0.099,0.4481
827,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0948.csv,0.5709,0.0992,0.0645,0.5713,0.0839,0.3997
828,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0949.csv,0.6312,0.1229,0.0737,0.6126,0.1073,0.4425
829,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0950.csv,0.5095,0.1349,0.0578,0.5758,0.12,0.5158
830,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0951.csv,0.5496,0.1032,0.0551,0.4806,0.091,0.4024
831,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0952.csv,0.4712,0.1037,0.0541,0.522,0.089,0.407
832,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0953.csv,0.5767,0.1246,0.0662,0.5493,0.1073,0.5246
833,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0954.csv,0.528,0.1025,0.0584,0.5705,0.0936,0.3999
834,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0955.csv,0.5548,0.1151,0.0862,0.5849,0.1117,0.4108
835,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0956.csv,0.4676,0.1248,0.0509,0.4655,0.1088,0.4066
836,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0957.csv,0.6953,0.111,0.0791,0.604,0.103,0.4408
837,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0958.csv,0.5527,0.1165,0.0756,0.6292,0.1094,0.4383
838,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0959.csv,0.4948,0.1305,0.0549,0.4736,0.1113,0.5008
839,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0960.csv,0.5965,0.1048,0.0596,0.5942,0.094,0.3884
840,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0961.csv,0.4403,0.1226,0.0721,0.5542,0.1033,0.4549
841,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0962.csv,0.476,0.1226,0.0478,0.4253,0.1042,0.4053
842,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0963.csv,0.5318,0.1116,0.0592,0.5466,0.0968,0.4166
843,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0964.csv,0.5324,0.1025,0.0492,0.5211,0.0924,0.3683
844,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0965.csv,0.4754,0.1082,0.0546,0.654,0.102,0.3991
845,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0966.csv,0.552,0.1191,0.0662,0.568,0.1009,0.3961
846,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0967.csv,0.6159,0.1281,0.0793,0.6282,0.1157,0.3687
847,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0968.csv,0.5307,0.0995,0.0503,0.4729,0.0951,0.4316
848,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0969.csv,0.4366,0.11,0.0536,0.4967,0.1005,0.4731
849,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0970.csv,0.6405,0.1061,0.0596,0.5462,0.0987,0.4523
850,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0971.csv,0.464,0.1193,0.0562,0.4031,0.1064,0.4418
851,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0972.csv,0.4773,0.0979,0.0676,0.4845,0.0929,0.3128
852,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0973.csv,0.5335,0.1098,0.0698,0.597,0.0919,0.3402
853,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0974.csv,0.4798,0.1017,0.0522,0.5321,0.0959,0.4149
854,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0975.csv,0.5061,0.101,0.0447,0.524,0.0998,0.4405
855,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0976.csv,0.4017,0.1183,0.0563,0.4625,0.101,0.4537
856,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0977.csv,0.4133,0.1145,0.0576,0.6142,0.1047,0.4388
857,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0978.csv,0.554,0.1264,0.0581,0.4662,0.1047,0.4246
858,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0979.csv,0.4872,0.1146,0.0573,0.5431,0.0983,0.3829
859,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0980.csv,0.5685,0.1146,0.0851,0.5758,0.0983,0.3357
860,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0981.csv,0.4584,0.0921,0.0796,0.4931,0.0746,0.3059
861,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0982.csv,0.4047,0.099,0.1465,0.4755,0.0923,0.3555
862,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0983.csv,0.3944,0.0609,0.083,0.3267,0.0479,0.3816
863,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0984.csv,0.4744,0.0895,0.1137,0.4615,0.0837,0.3466
864,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0985.csv,0.425,0.0945,0.0823,0.4119,0.072,0.2813
865,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0986.csv,0.4143,0.0185,0.0675,0.5252,0.012,0.0638
866,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0987.csv,0.5401,0.0784,0.0851,0.6168,0.0606,0.2472
867,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0988.csv,0.4116,0.0369,0.045,0.372,0.0255,0.3464
868,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0989.csv,0.5741,0.0564,0.1261,0.4425,0.0529,0.3385
869,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0990.csv,0.5919,0.1105,0.0882,0.4961,0.0919,0.3127
870,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0991.csv,0.3452,0.0283,0.0666,0.4546,0.0212,0.3026
871,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0992.csv,0.3935,0.0779,0.0703,0.3488,0.065,0.261
872,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0993.csv,0.4616,0.0995,0.1223,0.3826,0.0864,0.3169
873,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0994.csv,0.4357,0.097,0.0671,0.4649,0.0816,0.3202
874,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0995.csv,0.4346,0.107,0.0885,0.5133,0.0836,0.2792
875,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0996.csv,0.4011,0.0839,0.0656,0.4566,0.0621,0.2138
876,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0997.csv,0.469,0.0853,0.0806,0.5295,0.0695,0.2924
877,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0998.csv,0.4007,0.0264,0.0499,0.4109,0.0225,0.2135
878,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0999.csv,0.3662,0.0858,0.1224,0.3054,0.0869,0.3034
879,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1000.csv,0.3645,0.1005,0.0845,0.4098,0.0773,0.2888
880,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1001.csv,0.5969,0.1187,0.0708,0.4238,0.1047,0.4243
881,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1002.csv,0.5334,0.1108,0.0536,0.5446,0.0981,0.3772
882,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1003.csv,0.5647,0.1182,0.0577,0.6703,0.1053,0.4135
883,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1004.csv,0.5992,0.1215,0.0696,0.5596,0.1104,0.4282
884,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1005.csv,0.6012,0.1146,0.068,0.5367,0.0921,0.3767
885,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1006.csv,0.4951,0.1209,0.0498,0.4726,0.1,0.3947
886,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1007.csv,0.4805,0.1148,0.0439,0.5373,0.1014,0.4377
887,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1008.csv,0.4302,0.1186,0.0435,0.418,0.1086,0.359
888,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1009.csv,0.6311,0.1103,0.0538,0.5875,0.0985,0.4356
889,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1010.csv,0.5054,0.1049,0.0488,0.3931,0.0931,0.3585
890,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1011.csv,0.6342,0.115,0.0736,0.5825,0.0969,0.4572
891,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1012.csv,0.5711,0.1245,0.0641,0.568,0.1026,0.406
892,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1013.csv,0.4831,0.1138,0.05,0.5397,0.1003,0.4325
893,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1014.csv,0.5974,0.113,0.0565,0.6718,0.1027,0.462
894,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1015.csv,0.6099,0.1095,0.0752,0.7041,0.1047,0.4274
895,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1016.csv,0.524,0.1183,0.0716,0.5744,0.1047,0.3744
896,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1017.csv,0.4365,0.1028,0.0577,0.5168,0.0954,0.5228
897,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1018.csv,0.5227,0.1052,0.0628,0.5593,0.1027,0.3892
898,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1019.csv,0.5513,0.1096,0.0655,0.5441,0.1015,0.4822
899,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1020.csv,0.5549,0.099,0.0653,0.5674,0.101,0.4069
900,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1021.csv,0.3805,0.2931,0.0695,0.3569,0.3791,0.6017
901,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1022.csv,0.4091,0.2526,0.0606,0.3556,0.3871,0.6568
902,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1023.csv,0.3691,0.2821,0.0531,0.3828,0.4498,0.6542
903,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1024.csv,0.4072,0.2353,0.0779,0.3429,0.3643,0.5191
904,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1025.csv,0.3228,0.2653,0.0565,0.2697,0.3949,0.6128
905,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1026.csv,0.3192,0.2441,0.0707,0.3683,0.287,0.4853
906,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1027.csv,0.399,0.2947,0.0595,0.3537,0.4145,0.6255
907,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1028.csv,0.3764,0.2883,0.051,0.2835,0.3961,0.6336
908,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1029.csv,0.3735,0.2854,0.0409,0.2394,0.4199,0.6322
909,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1030.csv,0.4028,0.2616,0.1012,0.5092,0.3218,0.5758
910,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1031.csv,0.3357,0.2812,0.0547,0.2492,0.4633,0.6138
911,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1032.csv,0.2646,0.2932,0.0465,0.2944,0.3836,0.6487
912,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1033.csv,0.3809,0.2908,0.061,0.2908,0.388,0.6099
913,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1034.csv,0.4053,0.251,0.0627,0.3537,0.4263,0.6377
914,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1035.csv,0.3312,0.2491,0.0546,0.293,0.3223,0.6388
915,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1036.csv,0.5074,0.2751,0.0676,0.5668,0.3704,0.5705
916,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1037.csv,0.3411,0.2549,0.0392,0.3105,0.3582,0.6086
917,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1038.csv,0.4026,0.327,0.0678,0.3356,0.508,0.6874
918,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1039.csv,0.4396,0.2887,0.0574,0.3101,0.3964,0.5832
919,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1040.csv,0.3866,0.2802,0.0534,0.3111,0.4003,0.7634
920,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1041.csv,0.251,0.1363,0.0774,0.2213,0.1374,0.2896
921,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1042.csv,0.2949,0.2102,0.1619,0.4562,0.236,0.3478
922,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1043.csv,0.2566,0.1597,0.1083,0.3654,0.1694,0.2702
923,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1044.csv,0.3108,0.1367,0.0761,0.2636,0.1204,0.3521
924,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1045.csv,0.2525,0.1932,0.179,0.2903,0.3011,0.416
925,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1046.csv,0.2401,0.2156,0.1993,0.2909,0.3013,0.4131
926,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1047.csv,0.2839,0.1445,0.0574,0.2729,0.146,0.3048
927,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1048.csv,0.2606,0.1403,0.078,0.327,0.1825,0.3959
928,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1049.csv,0.3679,0.1804,0.126,0.421,0.217,0.3465
929,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1050.csv,0.2807,0.1809,0.095,0.5062,0.1863,0.3287
930,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1051.csv,0.264,0.1506,0.0967,0.3265,0.1618,0.3541
931,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1052.csv,0.2105,0.2104,0.155,0.281,0.2475,0.3515
932,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1053.csv,0.3391,0.1377,0.0376,0.3112,0.1244,0.2167
933,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1054.csv,0.2557,0.25,0.1524,0.4338,0.27,0.4393
934,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1055.csv,0.2444,0.2693,0.0735,0.3646,0.5126,0.5879
935,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1056.csv,0.2838,0.1007,0.0657,0.3872,0.0957,0.4253
936,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1057.csv,0.2837,0.175,0.1584,0.5047,0.2072,0.4079
937,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1058.csv,0.3073,0.1342,0.0802,0.4401,0.1256,0.3797
938,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1059.csv,0.241,0.2033,0.1975,0.3989,0.2677,0.3637
939,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1060.csv,0.2321,0.1888,0.0894,0.2694,0.2111,0.3479
940,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1061.csv,0.4436,0.2847,0.0738,0.4734,0.4091,0.6448
941,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1062.csv,0.3626,0.2511,0.053,0.2861,0.3285,0.6252
942,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1063.csv,0.3485,0.3027,0.0527,0.2959,0.4344,0.6647
943,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1064.csv,0.4704,0.2795,0.0582,0.3931,0.3414,0.5963
944,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1065.csv,0.3692,0.2562,0.0655,0.3364,0.3897,0.5982
945,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1066.csv,0.4155,0.2762,0.0461,0.3426,0.4171,0.6924
946,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1067.csv,0.5115,0.2996,0.0717,0.4973,0.3857,0.6527
947,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1068.csv,0.3575,0.3061,0.0708,0.4045,0.3685,0.5724
948,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1069.csv,0.384,0.3069,0.0499,0.3216,0.4457,0.682
949,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1070.csv,0.4834,0.3001,0.0546,0.3957,0.3848,0.6055
950,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1071.csv,0.4028,0.2748,0.0544,0.3564,0.3729,0.6537
